id_frame;id_object;x_coord;y_coord;width;height;obj_class;obj_proba(%)
574;0;623;395;335;185;sports_car;67
574;1;735;427;59;25;vine_snake;43
574;2;805;240;32;38;milk_can;48
575;0;616;391;332;186;sports_car;60
575;1;727;425;58;23;vine_snake;56
576;0;609;389;330;184;sports_car;72
576;1;806;241;32;36;thresher;14
577;0;603;386;327;183;sports_car;68
577;1;802;238;35;41;thresher;52
578;0;597;383;324;183;sports_car;62
578;1;712;416;45;23;vine_snake;63
579;0;591;381;322;181;sports_car;53
579;1;805;238;30;44;thresher;38
580;0;585;380;319;179;sports_car;57
580;1;799;239;36;44;thresher;12
581;0;579;377;317;178;sports_car;60
581;1;803;239;32;44;thresher;22
582;0;573;375;314;175;sports_car;61
582;1;777;525;77;15;digital_clock;23
582;2;797;237;38;48;thresher;19
583;0;568;373;311;173;sports_car;71
583;1;797;238;38;47;thresher;25
584;0;563;371;308;171;sports_car;68
584;1;796;241;40;45;hand-held_computer;26
585;0;556;368;307;175;sports_car;73
585;1;796;243;39;39;thresher;11
586;0;552;366;303;171;sports_car;76
586;1;744;512;77;15;digital_clock;24
586;2;793;240;42;49;thresher;20
587;0;547;365;301;169;sports_car;59
587;1;736;509;79;15;digital_clock;24
588;0;542;363;298;168;sports_car;52
588;1;728;506;80;14;digital_clock;22
588;2;793;242;42;46;whistle;17
589;0;537;361;296;165;sports_car;45
589;1;792;239;44;48;thresher;41
590;0;532;357;294;167;sports_car;30
590;1;792;243;43;44;thresher;11
592;0;734;505;54;17;vine_snake;24
592;1;528;356;292;163;minibus;24
592;2;791;244;44;45;whistle;13
593;0;524;354;288;164;sports_car;30
593;1;790;242;45;45;thresher;50
594;0;520;350;286;165;sports_car;28
594;1;789;243;46;43;whistle;12
595;0;515;349;284;162;sports_car;28
595;1;685;487;84;16;digital_clock;17
595;2;789;243;45;45;whistle;20
596;0;511;349;281;159;minivan;34
596;1;789;240;46;47;thresher;31
597;0;503;345;283;168;minivan;34
598;0;501;344;272;157;minivan;46
598;1;785;238;53;51;thresher;75
599;0;497;342;270;156;minivan;43
599;1;1178;310;22;44;screen;21
599;2;785;244;52;43;thresher;27
600;0;494;340;267;153;minivan;42
600;1;1176;308;26;50;whistle;12
601;0;491;339;264;151;minivan;60
601;1;1175;309;26;64;desktop_computer;17
602;0;487;338;263;149;minivan;44
602;1;1176;309;25;69;desktop_computer;24
603;0;485;336;259;153;minivan;51
603;1;1171;308;30;64;milk_can;23
603;2;781;238;55;45;thresher;16
604;0;482;335;257;151;minivan;50
604;1;1174;309;25;44;lotion;16
604;2;781;239;54;40;thresher;40
605;0;479;333;254;149;minivan;54
605;1;780;238;55;43;thresher;58
606;0;476;332;253;144;minivan;52
606;1;1175;309;23;43;lotion;14
606;2;799;239;36;48;thresher;25
607;0;474;330;249;146;minivan;72
607;1;1174;308;22;51;web_site;12
607;2;778;240;56;46;thresher;72
608;0;472;329;246;144;minivan;66
608;1;1177;307;18;52;web_site;19
608;2;777;238;57;49;thresher;68
609;0;469;328;245;143;minivan;47
609;1;777;241;56;44;thresher;30
610;0;467;326;242;141;minivan;59
610;1;1174;308;20;47;whistle;11
610;2;778;240;58;49;thresher;39
611;0;465;325;240;139;minivan;52
611;1;776;241;60;63;thresher;17
612;0;464;324;236;138;minivan;50
612;1;1172;306;20;59;milk_can;12
612;2;778;238;58;66;thresher;23
613;0;461;322;234;139;minivan;47
613;1;1172;306;19;49;milk_can;38
613;2;776;238;58;65;mousetrap;18
614;0;459;321;232;138;minivan;52
614;1;774;241;60;62;mousetrap;19
615;0;458;320;228;137;minivan;47
615;1;773;240;60;63;thresher;21
617;0;1167;341;19;46;dishwasher;11
617;1;456;319;226;139;minivan;56
617;2;771;241;62;62;thresher;32
618;0;454;318;224;138;minibus;40
618;1;776;241;55;61;thresher;41
619;0;453;316;221;138;minibus;41
619;1;772;240;59;64;thresher;67
620;0;452;315;218;132;minivan;36
620;1;774;239;56;63;thresher;19
621;0;450;314;216;130;minivan;39
621;1;773;240;57;63;thresher;30
622;0;447;312;215;138;minivan;34
622;1;478;351;87;37;pool_table;15
622;2;509;323;87;29;digital_clock;11
622;3;1143;307;40;77;turnstile;12
622;4;766;238;64;64;thresher;22
623;0;446;311;209;127;minibus;38
623;1;1153;306;19;61;safe;22
623;2;769;238;57;62;thresher;19
624;0;445;310;206;126;minibus;33
624;1;1152;305;20;63;whistle;11
624;2;765;241;61;37;thresher;47
625;0;444;309;204;130;minivan;37
625;1;766;238;51;41;thresher;79
626;0;443;308;201;125;minivan;39
626;1;1149;305;23;81;screen;12
626;2;765;241;54;38;thresher;37
627;0;442;307;199;124;minivan;40
627;1;1150;304;21;43;safe;14
627;2;764;241;49;35;thresher;23
628;0;441;306;197;124;minivan;47
628;1;1151;303;23;44;milk_can;27
628;2;764;241;45;37;thresher;73
629;0;440;305;194;123;minivan;45
629;1;1151;303;22;44;whistle;21
629;2;763;240;47;38;thresher;69
630;0;439;304;193;122;minivan;43
630;1;764;241;53;38;thresher;52
631;0;439;303;190;127;minivan;40
631;1;761;240;54;38;thresher;88
632;0;1149;304;21;73;Petri_dish;13
632;1;438;302;188;119;minibus;44
632;2;761;240;63;51;thresher;81
633;0;437;301;186;123;minibus;39
633;1;760;240;62;51;thresher;71
634;0;437;300;183;118;minibus;46
634;1;759;240;64;54;thresher;75
635;0;437;299;180;117;minibus;42
635;1;758;240;65;54;thresher;80
636;0;437;299;178;116;minibus;45
636;1;757;238;55;38;thresher;75
637;0;436;296;176;117;minibus;43
637;1;457;331;64;34;whistle;28
637;2;757;241;66;35;thresher;30
638;0;437;296;173;115;minibus;47
638;1;455;330;64;33;whistle;28
638;2;756;241;65;52;thresher;68
639;0;436;294;171;117;minibus;46
639;1;454;329;62;33;whistle;22
639;2;782;245;37;46;vine_snake;44
639;3;754;238;37;31;croquet_ball;10
640;0;436;294;169;115;minibus;42
640;1;454;328;60;32;whistle;24
640;2;752;239;67;52;thresher;74
642;0;436;294;166;113;minibus;38
642;1;453;327;59;32;whistle;20
642;2;781;247;37;28;vine_snake;53
642;3;752;238;32;31;milk_can;34
643;0;436;293;164;114;minibus;39
643;1;452;326;58;31;whistle;11
643;2;750;237;68;41;thresher;56
644;0;435;293;163;111;minibus;34
644;1;449;325;59;31;whistle;29
644;2;749;238;69;37;thresher;47
645;0;436;292;160;115;minibus;37
645;1;451;325;55;31;whistle;30
645;2;748;237;70;51;thresher;77
646;0;436;292;158;109;minibus;42
646;1;445;324;59;30;whistle;16
646;2;747;238;67;37;thresher;69
647;0;435;288;157;119;minibus;40
647;1;480;300;49;20;vine_snake;27
647;2;744;236;69;50;thresher;74
648;0;435;288;154;109;minibus;46
648;1;743;238;68;46;thresher;24
649;0;436;288;151;108;minibus;45
649;1;480;297;48;21;vine_snake;21
649;2;743;237;66;37;thresher;59
650;0;436;286;149;110;minibus;44
650;1;480;297;53;21;lycaenid;21
650;2;741;239;68;35;thresher;24
651;0;435;287;148;107;minibus;36
651;1;443;319;51;27;whistle;26
651;2;479;296;49;21;whistle;52
651;3;741;238;66;36;thresher;40
652;0;436;286;146;107;minibus;42
652;1;741;238;66;35;thresher;48
653;0;436;286;144;105;minibus;36
653;1;741;238;54;33;thresher;55
654;0;437;285;142;109;minibus;37
654;1;741;238;61;33;thresher;60
655;0;437;285;141;105;minibus;32
655;1;742;239;62;35;thresher;60
656;0;438;284;138;104;minibus;34
656;1;740;238;63;32;thresher;35
657;0;438;284;137;103;minibus;31
657;1;745;235;57;36;thresher;69
658;0;439;283;134;103;moving_van;36
658;1;468;292;55;19;nail;17
658;2;730;237;61;33;thresher;87
659;0;439;282;134;103;moving_van;31
659;1;729;237;71;34;thresher;62
660;0;440;281;132;105;minibus;28
661;0;440;281;131;102;minibus;25
661;1;727;236;34;25;whistle;20
662;0;441;279;128;103;moving_van;29
662;1;726;236;70;33;thresher;74
663;0;442;280;127;101;moving_van;24
663;1;725;237;70;33;thresher;63
664;0;442;280;125;102;moving_van;32
664;1;753;239;31;31;vine_snake;14
665;0;444;279;123;101;moving_van;29
665;1;754;239;38;29;whistle;18
667;0;444;278;122;101;moving_van;42
667;1;753;238;38;31;whistle;11
668;0;445;278;120;100;moving_van;34
668;1;719;234;71;36;thresher;77
669;0;447;277;117;101;moving_van;22
669;1;718;237;72;33;thresher;54
670;0;447;278;116;99;moving_van;22
670;1;717;235;29;24;whistle;25
671;0;448;276;115;98;hand-held_computer;22
671;1;717;236;70;34;thresher;15
672;0;442;267;121;113;moving_van;23
672;1;713;233;73;38;thresher;86
673;0;451;277;110;95;moving_van;26
673;1;744;238;39;29;thresher;18
674;0;452;277;109;97;cassette_player;19
674;1;742;242;40;27;thresher;19
675;0;453;276;110;89;cassette_player;51
675;1;742;238;37;29;thresher;30
676;0;453;275;109;86;cassette_player;52
676;1;747;237;31;33;thresher;23
677;0;450;278;109;93;power_drill;40
677;1;500;275;64;34;analog_clock;18
677;2;747;239;31;28;thresher;20
678;0;451;274;113;86;cassette_player;30
678;1;485;283;58;20;vine_snake;25
678;2;738;241;37;26;vine_snake;14
679;0;451;275;114;84;cassette_player;25
679;1;486;282;59;30;vine_snake;46
679;2;743;237;29;30;web_site;15
680;0;453;274;114;84;power_drill;47
680;1;702;233;69;34;thresher;90
681;0;453;272;114;86;moving_van;26
681;1;701;233;69;34;thresher;77
682;0;454;274;114;83;power_drill;32
683;0;457;274;113;86;power_drill;36
683;1;696;232;72;34;thresher;57
684;0;457;274;113;82;moving_van;25
684;1;694;232;42;21;thresher;59
685;0;457;273;114;85;moving_van;40
685;1;693;231;42;21;thresher;67
686;0;458;272;114;84;moving_van;70
686;1;692;231;70;36;thresher;81
687;0;457;273;116;85;moving_van;46
687;1;690;230;57;33;thresher;86
688;0;458;272;116;86;moving_van;50
688;1;481;279;77;41;chain_saw;17
688;2;686;230;59;32;thresher;73
689;0;460;271;115;81;moving_van;26
689;1;686;230;58;33;thresher;82
690;0;458;270;119;85;moving_van;38
690;1;685;232;59;30;thresher;50
692;0;460;272;117;83;moving_van;55
692;1;682;231;30;26;thresher;21
693;0;459;270;120;84;passenger_car;25
693;1;713;236;39;26;thresher;57
694;0;461;270;119;84;passenger_car;36
695;0;461;271;120;81;passenger_car;53
696;0;461;270;122;82;passenger_car;46
697;0;462;269;125;93;moving_van;23
697;1;709;235;37;25;whistle;39
698;0;463;270;125;84;passenger_car;32
699;0;464;270;126;90;passenger_car;20
700;0;465;270;126;89;passenger_car;16
701;0;466;269;126;83;sports_car;15
702;0;623;273;30;30;vine_snake;18
702;1;467;270;127;82;passenger_car;23
703;0;468;269;127;88;sports_car;15
703;1;440;235;28;39;muzzle;47
704;0;621;274;30;29;vine_snake;27
704;1;469;269;128;88;sports_car;21
705;0;469;270;130;86;sports_car;13
705;1;618;266;38;39;nail;12
706;0;617;264;40;41;vine_snake;18
707;0;471;270;131;82;sports_car;21
707;1;615;261;44;39;web_site;16
708;0;472;268;131;87;sports_car;14
709;0;611;258;49;42;vine_snake;23
710;0;474;269;133;81;passenger_car;12
710;1;610;257;49;45;vine_snake;19
711;0;476;268;132;86;minibus;11
711;1;608;257;51;50;vine_snake;21
712;0;477;269;133;79;moving_van;13
712;1;606;257;53;43;web_site;11
713;0;478;255;181;98;golfcart;11
714;0;478;254;183;98;golfcart;16
715;0;480;254;179;98;golfcart;22
715;1;665;233;42;26;vine_snake;43
718;0;482;253;178;93;golfcart;15
719;0;483;253;177;98;golfcart;15
720;0;485;253;175;93;golfcart;22
721;0;486;253;174;92;golfcart;31
722;0;487;229;185;121;moving_van;16
723;0;489;253;170;93;golfcart;31
724;0;490;233;177;111;golfcart;19
725;0;492;231;166;113;golfcart;21
726;0;493;252;166;97;golfcart;32
727;0;494;246;164;97;golfcart;45
728;0;495;253;164;90;golfcart;34
729;0;496;253;163;90;golfcart;37
730;0;497;252;161;91;golfcart;29
731;0;499;252;160;92;golfcart;48
732;0;500;229;160;113;golfcart;23
733;0;501;230;159;112;golfcart;28
734;0;502;229;159;112;minibus;16
735;0;503;230;159;110;moving_van;27
736;0;505;230;157;116;moving_van;34
737;0;505;229;167;111;moving_van;37
738;0;507;228;161;112;moving_van;27
739;0;508;229;158;113;moving_van;31
740;0;510;229;159;111;moving_van;31
742;0;510;229;153;111;moving_van;24
743;0;511;228;152;111;moving_van;31
744;0;513;228;150;111;golfcart;22
745;0;514;228;148;113;moving_van;18
746;0;515;228;156;110;moving_van;41
747;0;910;285;43;29;vine_snake;12
747;1;442;237;24;49;platypus;16
747;2;516;227;153;116;moving_van;22
748;0;518;228;147;110;moving_van;28
749;0;519;228;144;110;moving_van;26
750;0;520;228;143;110;golfcart;28
751;0;522;228;141;110;golfcart;48
752;0;523;228;137;110;golfcart;52
753;0;524;228;135;110;golfcart;52
754;0;525;228;133;109;golfcart;24
755;0;526;228;129;109;minibus;20
756;0;528;228;126;109;golfcart;28
757;0;527;228;124;109;golfcart;34
758;0;526;227;125;114;golfcart;34
759;0;519;228;133;108;moving_van;27
760;0;522;228;130;108;golfcart;30
761;0;519;228;133;108;golfcart;32
762;0;517;228;135;108;golfcart;29
763;0;515;228;137;107;moving_van;16
764;0;513;228;140;108;racer;18
765;0;511;228;141;108;garbage_truck;20
767;0;509;228;144;107;garbage_truck;25
768;0;509;228;145;108;garbage_truck;23
769;0;506;227;148;108;garbage_truck;31
770;0;504;228;149;107;golfcart;25
771;0;501;227;153;108;golfcart;25
772;0;495;228;159;111;golfcart;23
773;0;495;228;157;106;golfcart;46
774;0;493;228;161;107;golfcart;40
775;0;492;228;161;106;golfcart;40
776;0;491;228;163;106;golfcart;36
777;0;491;228;157;106;golfcart;49
778;0;488;228;164;106;golfcart;53
779;0;490;228;164;106;golfcart;40
780;0;486;278;40;37;vine_snake;87
780;1;513;228;140;105;golfcart;61
781;0;512;228;139;106;golfcart;73
782;0;510;228;138;104;golfcart;82
783;0;510;228;137;105;golfcart;89
784;0;485;228;162;105;golfcart;51
785;0;480;228;167;104;golfcart;49
786;0;480;228;169;105;golfcart;47
787;0;481;288;59;28;vine_snake;54
787;1;497;228;151;105;golfcart;24
788;0;495;228;154;104;golfcart;25
789;0;478;228;177;104;forklift;27
790;0;477;228;175;108;garbage_truck;35
792;0;499;228;151;102;forklift;22
793;0;491;228;160;97;garbage_truck;36
794;0;475;288;33;26;vine_snake;65
794;1;497;227;155;98;garbage_truck;17
796;0;470;227;183;103;racer;11
797;0;467;227;187;108;garbage_truck;19
798;0;464;227;181;105;garbage_truck;26
799;0;464;228;183;96;garbage_truck;16
800;0;587;263;61;60;can_opener;35
800;1;463;228;124;87;forklift;11
801;0;589;262;60;65;can_opener;12
801;1;462;228;124;87;tractor;17
802;0;590;262;61;65;can_opener;11
802;1;460;228;130;90;tractor;21
803;0;460;228;140;88;tractor;29
804;0;458;228;122;87;forklift;17
805;0;595;262;57;68;golf_ball;12
805;1;457;228;121;90;lawn_mower;21
805;2;1197;40;29;23;digital_clock;86
806;0;455;228;122;88;forklift;20
807;0;454;228;121;87;forklift;29
808;0;600;263;54;66;golf_ball;19
808;1;453;228;121;92;thresher;16
809;0;602;263;49;64;photocopier;27
809;1;453;228;120;87;thresher;18
810;0;604;263;50;63;photocopier;12
810;1;454;228;118;89;tractor;15
811;0;606;263;47;63;photocopier;16
811;1;450;229;120;86;bulletproof_vest;20
812;0;608;263;46;68;photocopier;49
812;1;448;228;121;89;carpenter's_kit;15
813;0;449;290;63;22;vine_snake;42
813;1;610;263;45;65;lighter;21
813;2;465;228;103;87;thresher;36
814;0;611;264;42;60;desktop_computer;10
814;1;451;228;116;88;carpenter's_kit;32
815;0;613;263;44;64;carpenter's_kit;11
815;1;464;228;102;88;chain_saw;15
817;0;615;264;40;62;photocopier;10
817;1;462;228;102;87;chain_saw;12
818;0;447;294;37;24;vine_snake;51
818;1;617;264;39;62;lighter;11
818;2;453;228;110;88;carpenter's_kit;29
819;0;468;229;95;87;thresher;17
820;0;447;293;64;20;vine_snake;17
820;1;621;265;33;58;photocopier;17
820;2;461;228;100;88;thresher;30
821;0;623;265;33;59;desktop_computer;15
821;1;467;229;95;87;chain_saw;12
822;0;625;263;33;61;can_opener;19
822;1;444;229;115;98;carpenter's_kit;18
823;0;629;274;23;48;can_opener;13
823;1;448;229;108;87;carpenter's_kit;11
824;0;446;296;56;25;vine_snake;62
824;1;631;277;21;45;whistle;42
824;2;454;229;101;87;carpenter's_kit;48
825;0;633;277;19;44;whistle;20
825;1;461;230;93;88;forklift;13
826;0;446;229;107;88;carpenter's_kit;27
827;0;458;229;94;88;forklift;25
828;0;445;230;105;88;carpenter's_kit;17
829;0;451;229;98;89;carpenter's_kit;18
830;0;452;230;96;88;power_drill;14
831;0;449;230;98;87;thresher;18
832;0;440;231;105;88;carpenter's_kit;31
833;0;437;230;108;92;carpenter's_kit;20
833;1;483;252;39;29;vine_snake;30
834;0;436;230;107;89;carpenter's_kit;20
835;0;434;230;109;92;carpenter's_kit;21
835;1;482;251;40;29;vine_snake;43
836;0;434;230;108;90;carpenter's_kit;22
836;1;481;250;40;31;vine_snake;55
837;0;434;300;76;21;vine_snake;22
837;1;453;231;88;88;carpenter's_kit;90
838;0;432;299;49;20;vine_snake;28
838;1;446;230;94;98;carpenter's_kit;66
839;0;479;250;39;31;vine_snake;57
840;0;431;298;59;24;vine_snake;26
840;1;444;231;94;93;carpenter's_kit;68
840;2;478;251;40;31;vine_snake;53
842;0;431;231;106;101;carpenter's_kit;14
842;1;478;250;38;37;vine_snake;62
843;0;431;230;106;93;carpenter's_kit;24
843;1;477;251;40;31;vine_snake;57
844;0;430;231;106;99;carpenter's_kit;24
844;1;476;250;40;35;vine_snake;44
845;0;429;230;106;102;carpenter's_kit;12
846;0;429;231;105;103;thresher;12
846;1;478;249;37;34;vine_snake;64
847;0;428;231;105;107;thresher;26
848;0;428;232;103;101;thresher;20
848;1;476;247;37;39;vine_snake;38
849;0;427;232;104;104;thresher;19
849;1;472;250;40;35;vine_snake;19
850;0;426;232;104;101;plane;13
851;0;426;233;103;92;plane;43
851;1;475;249;45;53;vine_snake;39
852;0;426;233;104;94;plane;31
852;1;470;247;39;39;vine_snake;15
853;0;426;234;102;93;plane;33
853;1;469;248;50;55;vine_snake;30
854;0;426;307;81;22;vine_snake;14
854;1;789;267;43;47;dishwasher;15
854;2;437;234;90;91;carpenter's_kit;90
854;3;468;249;40;39;vine_snake;25
855;0;796;269;39;45;dishwasher;32
855;1;425;233;101;96;plane;25
855;2;467;249;39;38;vine_snake;46
856;0;777;263;57;45;muzzle;16
856;1;425;233;101;95;plane;89
856;2;461;249;46;39;bulletproof_vest;10
857;0;779;263;56;45;whistle;17
857;1;425;235;100;104;plane;26
857;2;467;249;39;39;vine_snake;27
858;0;424;295;100;34;upright;18
858;1;788;264;45;42;vine_snake;41
858;2;434;234;88;79;mousetrap;66
858;3;465;249;40;41;whistle;11
859;0;780;263;55;45;bulletproof_vest;14
859;1;425;234;99;108;plane;19
860;0;785;263;50;29;vine_snake;22
860;1;425;234;98;99;plane;41
860;2;463;247;40;42;bulletproof_vest;43
861;0;425;235;97;104;plane;14
861;1;464;247;40;43;hand-held_computer;29
862;0;785;263;50;29;vine_snake;31
862;1;425;236;96;97;plane;45
863;0;425;256;95;87;thresher;26
863;1;459;236;58;48;mousetrap;13
864;0;805;265;31;25;safe;15
864;1;425;236;95;97;plane;48
865;0;794;264;42;26;vine_snake;14
865;1;425;238;95;103;binder;15
865;2;458;237;34;28;can_opener;15
867;0;795;266;41;24;vine_snake;17
867;1;425;236;94;108;mousetrap;11
868;0;765;263;71;28;mousetrap;22
869;0;800;265;35;25;guillotine;12
869;1;425;236;93;107;muzzle;23
870;0;795;264;40;26;thresher;28
870;1;426;238;93;108;muzzle;15
871;0;426;276;93;67;mailbox;17
871;1;776;262;59;42;mousetrap;20
871;2;469;238;44;36;whistle;23
871;3;434;233;35;31;Windsor_tie;35
872;0;777;260;59;48;guillotine;12
872;1;426;232;95;123;cassette;14
873;0;427;276;95;73;ashcan;23
873;1;783;263;52;44;can_opener;26
873;2;435;234;77;55;carpenter's_kit;40
874;0;429;275;94;75;ashcan;16
874;1;786;263;49;42;can_opener;27
874;2;435;233;77;41;carpenter's_kit;76
875;0;428;275;96;75;ashcan;14
875;1;789;264;46;43;can_opener;55
875;2;436;234;73;36;carpenter's_kit;82
876;0;793;263;44;45;can_opener;22
876;1;429;233;96;115;cassette;19
877;0;429;270;97;82;wallet;18
877;1;796;262;39;48;photocopier;24
877;2;438;234;72;36;carpenter's_kit;97
878;0;430;274;97;78;ashcan;12
878;1;800;263;35;33;cassette_player;15
878;2;437;233;73;40;carpenter's_kit;93
879;0;431;256;96;97;wallet;15
879;1;445;234;66;33;croquet_ball;15
880;0;800;263;36;45;can_opener;37
880;1;431;234;98;119;mousetrap;27
881;0;800;263;35;46;can_opener;30
881;1;432;234;98;120;cassette;28
882;0;801;263;35;46;folding_chair;11
882;1;432;236;99;124;mousetrap;27
883;0;804;264;31;47;folding_chair;22
883;1;433;242;99;120;cassette;20
884;0;808;264;27;42;folding_chair;16
884;1;434;241;100;119;pencil_sharpener;17
885;0;808;266;27;48;desktop_computer;22
885;1;435;242;100;113;carpenter's_kit;14
885;2;456;265;42;38;vine_snake;30
886;0;811;266;24;43;hand-held_computer;17
886;1;435;242;101;116;carpenter's_kit;19
887;0;814;266;21;39;desktop_computer;28
887;1;437;244;101;113;carpenter's_kit;16
888;0;816;274;19;39;safe;18
888;1;437;242;101;116;pencil_sharpener;19
889;0;436;244;104;114;pencil_sharpener;25
890;0;437;245;105;115;carpenter's_kit;11
892;0;437;244;107;126;thresher;13
892;1;466;267;41;40;hand-held_computer;18
893;0;437;245;108;116;carpenter's_kit;13
893;1;468;270;39;37;hand-held_computer;21
894;0;437;245;110;118;carpenter's_kit;18
894;1;472;267;36;41;hand-held_computer;30
895;0;437;235;112;139;garbage_truck;30
896;0;437;244;114;128;carpenter's_kit;25
896;1;572;231;29;37;web_site;18
897;0;437;234;118;147;garbage_truck;45
897;1;463;354;57;13;digital_clock;36
897;2;570;231;31;55;whistle;21
898;0;438;244;120;135;garbage_truck;19
898;1;571;231;29;37;whistle;29
899;0;438;245;122;132;pencil_sharpener;15
899;1;570;230;27;38;whistle;19
900;0;439;245;123;137;carpenter's_kit;15
901;0;439;246;126;126;carpenter's_kit;15
902;0;440;247;127;138;garbage_truck;25
903;0;441;247;129;139;forklift;30
903;1;568;232;30;28;whistle;37
904;0;441;248;131;139;forklift;35
905;0;442;248;133;140;forklift;34
906;0;442;248;136;143;forklift;60
907;0;444;249;137;143;forklift;41
908;0;445;249;139;144;forklift;36
909;0;446;250;141;146;forklift;43
910;0;447;252;144;143;forklift;42
911;0;448;252;146;140;forklift;23
912;0;449;253;148;147;forklift;52
913;0;451;254;149;147;forklift;27
914;0;452;254;151;151;forklift;26
914;1;510;360;66;10;digital_clock;24
915;0;454;255;153;150;forklift;26
915;1;512;361;66;10;digital_clock;23
917;0;456;256;154;152;forklift;33
917;1;509;383;63;14;digital_clock;33
917;2;515;363;66;10;digital_clock;33
918;0;457;257;156;152;forklift;26
918;1;518;364;66;11;digital_clock;23
919;0;459;258;158;153;garbage_truck;18
919;1;521;366;66;11;digital_clock;30
920;0;461;258;159;155;garbage_truck;24
920;1;523;367;68;12;digital_clock;25
921;0;528;401;59;14;vine_snake;28
921;1;463;259;161;155;forklift;28
921;2;526;369;68;11;digital_clock;30
922;0;465;259;167;162;forklift;32
923;0;469;261;166;158;forklift;34
923;1;536;373;67;11;digital_clock;28
924;0;471;263;168;157;garbage_truck;24
924;1;540;374;67;12;digital_clock;22
925;0;1150;300;21;84;Petri_dish;13
925;1;473;263;170;160;forklift;34
925;2;543;375;67;13;digital_clock;29
926;0;476;265;171;159;forklift;37
926;1;546;377;67;12;digital_clock;25
927;0;478;265;173;164;forklift;23
927;1;550;378;67;13;digital_clock;32
928;0;480;266;175;163;forklift;24
928;1;553;380;67;12;digital_clock;27
929;0;483;266;176;165;forklift;24
929;1;557;382;67;13;digital_clock;34
930;0;485;268;178;167;garbage_truck;18
930;1;561;384;67;13;digital_clock;31
931;0;488;269;179;168;garbage_truck;33
931;1;564;386;68;14;digital_clock;24
932;0;604;423;53;18;vine_snake;34
932;1;491;269;180;158;garbage_truck;48
932;2;568;388;68;14;digital_clock;25
933;0;493;270;182;162;garbage_truck;39
933;1;572;390;68;15;digital_clock;20
934;0;1159;301;24;48;vine_snake;46
934;1;496;270;184;175;garbage_truck;57
934;2;576;392;68;15;digital_clock;19
934;3;543;304;51;43;vine_snake;74
935;0;583;431;86;16;vine_snake;25
935;1;499;270;185;165;garbage_truck;55
935;2;580;394;68;15;digital_clock;19
936;0;502;270;187;180;garbage_truck;56
936;1;577;422;75;17;vine_snake;18
936;2;583;395;68;16;digital_clock;32
937;0;504;275;190;175;garbage_truck;38
937;1;588;397;68;16;digital_clock;17
937;2;548;311;57;41;vine_snake;63